,Unnamed: 0,Business Name,Neighborhood,name_lower,placekey,safegraph_place_id,location_name,street_address,city,region,postal_code,safegraph_brand_ids,brands,date_range_start,date_range_end,raw_visit_counts,raw_visitor_counts,visits_by_day,poi_cbg,visitor_home_cbgs,visitor_daytime_cbgs,visitor_work_cbgs,visitor_country_of_origin,distance_from_home,median_dwell,bucketed_dwell_times,related_same_day_brand,related_same_month_brand,popularity_by_hour,popularity_by_day,device_type
10,1059,Pockets Billiard Club,East Boston,pockets billiard club,zzw-222@62j-syg-tsq,sg:dd6d92bfd75c4351b76525f503aea580,Pockets Billiard Club,981 Bennington St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,152,90,"[4,6,2,8,0,11,4,4,11,6,1,12,6,12,2,8,4,5,2,4,0,3,6,7,2,10,5,3,0,4]",250250511011.0,"{""250251803014"":6,""250250511013"":5,""250250504002"":4,""250251605021"":4,""250251708004"":4,""250173398022"":4,""250173399005"":4,""250251606011"":4,""250173424001"":4,""250251707012"":4,""250250504001"":4,""250251401022"":4,""250251708002"":4,""250173213006"":4,""250251703004"":4,""250250502004"":4}","{""250251605021"":9,""250173504002"":6,""250250510001"":6,""250251606011"":6,""250250509011"":5,""250250511013"":5,""250214175022"":4,""330110010003"":4,""250250509013"":4,""250173413002"":4,""250214196004"":4,""250250511014"":4,""250251708004"":4,""250173399005"":4,""250251006011"":4,""250173398022"":4,""250250507001"":4,""250251705011"":4,""250173213006"":4,""250214151025"":4,""250251802004"":4,""250250203011"":4}",{},"{""US"":80}",3009.0,45.5,"{""<5"":5,""5-20"":34,""21-60"":50,""61-240"":47,"">240"":16}","{""The Home Depot"":24,""Blue Bottle Coffee"":17,""Market Basket"":12,""BP"":9}","{""Dunkin'"":60,""Market Basket"":31,""Burger King"":23,""CVS"":23,""Mobil"":21,""Stop & Shop"":21,""Target"":19,""Starbucks"":17,""BJ's Wholesale Club"":16,""The Home Depot"":16,""McDonald's"":16,""Dollar Tree"":15,""Simon mall"":14,""Burlington"":13,""Planet Fitness"":12,""Walgreens"":12,""Subway"":11,""Wendy's"":11,""Speedway"":9,""sweetgreen"":9}","[23,22,16,14,14,9,4,4,5,10,16,20,21,14,12,11,14,25,25,27,25,27,24,20]","{""Monday"":19,""Tuesday"":13,""Wednesday"":35,""Thursday"":19,""Friday"":16,""Saturday"":24,""Sunday"":26}","{""android"":57,""ios"":32}"
11,1060,POLLOS A LA BRASA BETOS,East Boston,pollos a la brasa betos,22k-222@62j-sj7-s3q,sg:fd403b9a282b42319fb3f7e48f986708,Pollos A La Brasa Betos,69 Bennington St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,114,72,"[5,6,0,1,4,4,1,2,2,5,3,4,3,8,2,4,1,3,5,4,1,4,5,4,2,6,7,6,9,3]",250250507001.0,"{""250251708001"":5,""250250501013"":5,""250173685002"":4,""250250509011"":4,""250173831012"":4,""330110006001"":4,""250250505001"":4,""250250501011"":4,""250250504002"":4,""250251701007"":4,""250251707023"":4,""250173424004"":4,""330150560001"":4,""250250502001"":4,""250214001003"":4,""250251707012"":4,""250250511011"":4}","{""250251606011"":4,""250250502001"":4,""250250203032"":4,""250250507001"":4,""250173311022"":4,""250173364021"":4,""250251707012"":4,""250250505001"":4,""170311506003"":4,""250214012002"":4,""250250501013"":4,""250173826012"":4}",{},"{""US"":59}",3180.0,33.0,"{""<5"":2,""5-20"":44,""21-60"":23,""61-240"":21,"">240"":24}","{""United States Postal Service (USPS)"":33}","{""Dunkin'"":35,""Shaw's"":22,""Market Basket"":17,""Mobil"":16,""Walgreens"":14,""The Home Depot"":14,""BJ's Wholesale Club"":13,""7-Eleven"":13,""McDonald's"":13,""Subway"":13,""Burger King"":12,""Stop & Shop"":12,""Starbucks"":11,""Gulf Oil"":11,""Pollo Campero"":10,""sweetgreen"":8,""Marshalls"":8,""Dollar Tree"":7,""AutoZone"":7,""Wendy's"":6}","[14,13,11,12,11,11,12,12,17,20,19,23,22,27,26,29,31,25,23,21,15,16,13,14]","{""Monday"":16,""Tuesday"":22,""Wednesday"":20,""Thursday"":10,""Friday"":9,""Saturday"":19,""Sunday"":18}","{""android"":44,""ios"":30}"
12,1072,Taqueria Jalisco,East Boston,taqueria jalisco,24b-222@62j-syg-j7q,sg:153fb471efec4b0fbed7cf1abf158bc2,Taqueria Jalisco,291 Bennington St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,34,30,"[0,2,0,0,1,3,0,4,0,1,1,1,1,2,0,2,2,0,2,0,2,1,0,0,3,1,2,0,2,1]",250250509011.0,"{""250250503001"":4,""330150035003"":4,""250173537003"":4,""250214021014"":4}","{""250251707023"":6,""250092531003"":4,""250250610003"":4,""250251702001"":4,""250250711011"":4,""250138121042"":4}",{},"{""US"":22}",10022.0,63.0,"{""<5"":0,""5-20"":10,""21-60"":7,""61-240"":3,"">240"":14}",{},"{""Dunkin'"":37,""CVS"":26,""Market Basket"":20,""Sunoco"":18,""The Home Depot"":18,""BJ's Wholesale Club"":16,""Stop & Shop"":13,""Staples"":12,""Burger King"":12,""Dick's Sporting Goods"":12,""Walgreens"":12,""Simon mall"":12,""Mobil"":11,""Domino's Pizza"":9,""Dollar Tree"":8,""BP"":7,""Shell Oil"":7,""Expressions Shoes "":7,""Legal Sea Foods"":7,""Friendly's"":7}","[10,10,10,10,10,10,12,15,15,14,16,12,14,9,8,7,5,4,6,2,6,9,10,10]","{""Monday"":4,""Tuesday"":7,""Wednesday"":5,""Thursday"":3,""Friday"":4,""Saturday"":5,""Sunday"":6}","{""android"":19,""ios"":10}"
13,1073,Tawakal Halal Cafe,East Boston,tawakal halal cafe,22n-222@62j-sj6-mhq,sg:1a2a581a9f57482fa7ec77bd4445d355,Tawakal Halal Cafe,389 Maverick St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,203,125,"[5,4,4,10,4,6,12,9,6,7,8,8,5,10,8,10,7,8,11,10,6,2,3,9,8,4,7,1,4,7]",250250512002.0,"{""250251705011"":7,""250250511014"":5,""250173154021"":5,""250277441014"":4,""250277318003"":4,""250214203025"":4,""250173515002"":4,""250214179011"":4,""060730166062"":4,""250235062031"":4,""250251010022"":4,""250259813002"":4,""250173422012"":4,""060590755154"":4,""250250512002"":4,""250056461033"":4,""250251606023"":4,""080310043023"":4,""250173701014"":4,""361090002001"":4,""250250504002"":4,""490439643073"":4,""250173322001"":4,""250251708001"":4,""250214163002"":4,""250214224003"":4}","{""250250503001"":4,""250173401004"":4,""250056134001"":4,""250250103002"":4,""250251708001"":4,""250250919002"":4,""250259813002"":4,""250250510002"":4,""330110162021"":4,""250092531003"":4,""230099667001"":4,""250010153002"":4,""060379010042"":4,""250250512002"":4,""250173534002"":4,""250251601012"":4,""250251304024"":4,""250250507003"":4,""250173422012"":4}",{},"{""US"":110}",21886.0,21.0,"{""<5"":9,""5-20"":92,""21-60"":44,""61-240"":37,"">240"":21}","{""Subway"":19,""7-Eleven"":16,""Enterprise Rent-A-Car"":14,""Shaw's"":11,""Cumberland Farms"":11,""YMCA"":11,""Starbucks"":9}","{""Dunkin'"":37,""Starbucks"":22,""McDonald's"":19,""Mobil"":18,""Cumberland Farms"":17,""Market Basket"":17,""The Home Depot"":15,""CVS"":13,""Shell Oil"":13,""Walgreens"":12,""Stop & Shop"":12,""BJ's Wholesale Club"":11,""7-Eleven"":11,""Irving Oil"":10,""Sunoco"":10,""Burger King"":10,""Target"":8,""Wendy's"":8,""Speedway"":7,""KFC"":7}","[17,15,15,12,14,14,12,13,18,21,27,30,30,31,33,36,33,36,24,18,18,12,16,16]","{""Monday"":29,""Tuesday"":28,""Wednesday"":30,""Thursday"":27,""Friday"":34,""Saturday"":27,""Sunday"":28}","{""android"":67,""ios"":58}"
14,1075,The Quiet Few,East Boston,the quiet few,235-222@62j-sj6-nwk,sg:934083f1c8824bb28ad45b41b82a2797,The Quiet Few,331 Sumner St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,79,44,"[4,2,3,5,2,3,3,3,3,5,5,1,4,1,4,3,0,2,6,3,1,0,3,3,1,5,0,2,2,0]",250250504002.0,"{""250214196004"":5,""250250510001"":4,""250251606012"":4,""250092084004"":4,""250250606001"":4,""250250504002"":4,""250250512001"":4,""250235021011"":4,""250251707011"":4}","{""250250503001"":8,""250251606012"":4,""250250504002"":4,""250173662022"":4,""250092084004"":4,""250250008025"":4,""250250608002"":4,""250214196004"":4,""250250510003"":4,""250056314001"":4,""250056421001"":4,""250251803013"":4,""250250512001"":4}",{},"{""US"":37}",3894.0,115.0,"{""<5"":3,""5-20"":23,""21-60"":8,""61-240"":10,"">240"":35}","{""Crunch"":25}","{""Dunkin'"":31,""Mobil"":25,""Stop & Shop"":25,""CVS"":21,""Shaw's"":20,""Market Basket"":20,""Target"":16,""Starbucks"":15,""McDonald's"":14,""Petco"":13,""Dollar Tree"":11,""BJ's Wholesale Club"":11,""The Home Depot"":11,""Simon mall"":10,""Burger King"":9,""Ocean State Job Lot"":9,""sweetgreen"":9,""Cumberland Farms"":9,""Family Dollar Stores"":9,""CITGO"":8}","[23,23,25,23,22,21,20,22,20,18,22,20,23,21,20,18,14,14,12,10,19,20,22,20]","{""Monday"":7,""Tuesday"":13,""Wednesday"":11,""Thursday"":11,""Friday"":13,""Saturday"":14,""Sunday"":10}","{""android"":20,""ios"":21}"
15,1078,Tu Metapan Restaurant,East Boston,tu metapan restaurant,234-222@62j-syg-j7q,sg:f3952522e13a4febb02cdbed43d6f508,Tu Metapan Restaurant,295 Bennington St,Boston,MA,2128,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,54,44,"[5,1,5,5,0,2,4,2,1,1,1,1,0,0,0,1,1,2,4,1,1,0,4,2,2,3,1,1,0,3]",250250509011.0,"{""250251707021"":4,""250251601015"":4,""250250509013"":4,""250250511013"":4,""250250819001"":4,""250251603002"":4,""250251703006"":4}","{""250250511012"":4,""250251601015"":4,""250250501013"":4,""250173501041"":4,""250173152003"":4}",{},"{""US"":41}",5617.0,27.5,"{""<5"":1,""5-20"":19,""21-60"":23,""61-240"":11,"">240"":0}","{""BP"":99,""Starbucks"":98}","{""Dunkin'"":44,""Target"":41,""Market Basket"":29,""Mobil"":28,""Burger King"":27,""Starbucks"":27,""McDonald's"":23,""Speedway"":21,""CVS"":21,""Stop & Shop"":20,""Marshalls"":20,""Shell Oil"":18,""Wendy's"":18,""The Home Depot"":17,""Simon mall"":16,""Sunoco"":16,""T.J. Maxx"":16,""Loyal Companion"":16,""Dollar Tree"":15,""Walmart"":15}","[0,0,0,0,0,0,0,0,4,11,8,7,4,5,4,4,10,12,9,6,4,3,1,0]","{""Monday"":6,""Tuesday"":7,""Wednesday"":10,""Thursday"":9,""Friday"":10,""Saturday"":8,""Sunday"":4}","{""android"":20,""ios"":22}"
16,1580,Bailey's Too,South Boston,bailey's too,242-222@62j-shy-vj9,sg:b91a0dbb75594a278bc05496e2c8db6a,Bailey's Too,354 W Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,5,5,"[0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0]",250250606001.0,"{""250250606001"":4}","{""090034969007"":4}",{},"{""US"":5}",9152.0,22.0,"{""<5"":0,""5-20"":2,""21-60"":2,""61-240"":0,"">240"":1}",{},"{""Costco Wholesale Corp."":56,""Starbucks"":53,""Edible Arrangements"":40,""The Salvation Army"":40,""Family Dollar Stores"":37,""Dunkin'"":37,""Target"":33,""McDonald's"":27,""Btone Fitness"":20,""Vocelli Pizza"":20,""HD Supply"":20,""D'Angelo Sandwich Shops"":20,""Bonchon"":20,""National Car Rental"":20,""Maggiano's Little Italy"":20,""99 Restaurants"":20,""sweetgreen"":20,""Build A Bear Workshop"":20,""Boston Market"":20,""Macy's"":20}","[0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2,1,1,0,0,1,1,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":1,""Thursday"":1,""Friday"":1,""Saturday"":0,""Sunday"":2}","{""android"":0,""ios"":6}"
17,1582,Best Dressed,South Boston,best dressed,23s-222@62j-sjk-dy9,sg:0306fb5e835840dfb7cbd144174e0313,Best Dressed,489 E Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,69,30,"[2,4,5,5,2,1,3,4,1,2,5,0,2,0,0,1,5,2,6,3,2,1,3,0,2,3,1,1,2,1]",250250604005.0,"{""250056134001"":5,""250250604001"":4,""250277191002"":4,""250214177014"":4,""390490042001"":4}","{""250250604005"":5,""250059856001"":4,""250138133041"":4,""250277271001"":4}",{},"{""US"":20}",18479.0,34.0,"{""<5"":4,""5-20"":24,""21-60"":13,""61-240"":17,"">240"":11}",{},"{""Dunkin'"":33,""BJ's Wholesale Club"":26,""Stop & Shop"":20,""Market Basket"":17,""Starbucks"":16,""Mobil"":15,""Target"":13,""Dollar Tree"":12,""PetSmart"":12,""Cumberland Farms"":10,""Wegmans Food Markets"":10,""Toyota"":9,""Petco"":9,""CVS"":9,""GameStop"":8,""Goodwill Industries"":8,""Legal Sea Foods"":7,""D'Angelo Sandwich Shops"":7,""Duluth Trading"":7,""Hannaford Supermarkets"":6}","[7,6,6,6,6,6,6,7,6,7,9,9,10,16,17,18,17,7,9,9,7,10,7,9]","{""Monday"":6,""Tuesday"":9,""Wednesday"":10,""Thursday"":12,""Friday"":14,""Saturday"":11,""Sunday"":7}","{""android"":9,""ios"":19}"
18,1590,Covet,South Boston,covet,22c-222@62j-sjk-jjv,sg:e44fc887cac5495195d4b267e6955a13,Covet,391 W Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,18,18,"[2,0,1,2,0,0,0,0,0,1,0,2,0,0,0,1,1,0,1,2,1,0,1,0,1,1,1,0,0,0]",250250608003.0,"{""250250604003"":12,""250250608001"":5,""360610044008"":4,""250173412006"":4,""250214051003"":4,""250250907002"":4,""250173514032"":4}","{""250214051003"":4,""250250608001"":4,""250250608003"":4,""250092211003"":4}",{},"{""US"":17}",6430.0,32.5,"{""<5"":0,""5-20"":6,""21-60"":8,""61-240"":2,"">240"":2}","{""Boys & Girls Clubs of America"":100}","{""Dunkin'"":41,""Market Basket"":28,""Stop & Shop"":27,""Starbucks"":26,""Target"":21,""Kohl's"":20,""T.J. Maxx"":20,""sweetgreen"":17,""McDonald's"":14,""Burger King"":12,""CVS"":12,""Chick-fil-A"":11,""Subway"":11,""Btone Fitness"":11,""Regina Pizzeria"":11,""Bluestone Lane"":11,""Loyal Companion"":11,""Cumberland Farms"":11,""Edible Arrangements"":11,""Boys & Girls Clubs of America"":11}","[2,2,0,0,0,0,1,2,0,0,1,3,3,3,5,2,0,3,4,1,2,1,1,2]","{""Monday"":1,""Tuesday"":2,""Wednesday"":2,""Thursday"":3,""Friday"":3,""Saturday"":4,""Sunday"":3}","{""android"":0,""ios"":21}"
19,1590,Covet,South Boston,covet,237-223@62j-shx-pvz,sg:f4547dd11e2d4d1faa807b05ed0e94a2,Covet,109 Charles St,Boston,MA,2114,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,7,7,"[0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1]",250250201014.0,"{""250251707024"":4}","{""250250202002"":4,""250251707024"":4,""250092544022"":4}",{},"{""US"":7}",11834.0,18.0,"{""<5"":0,""5-20"":6,""21-60"":1,""61-240"":0,"">240"":0}",{},"{""Dunkin'"":68,""Mobil"":55,""Market Basket"":43,""T.J. Maxx"":41,""McDonald's"":29,""Element by Westin"":29,""American Family Care"":29,""The Learning Experience"":29,""Omni Hotels & Resorts"":29,""Columbia Sportswear"":29,""Papa Gino's"":29,""The Container Store"":29,""Irving Oil"":28,""Hannaford Supermarkets"":28,""Marshalls"":28,""Simon mall"":27,""Walgreens"":23,""Starbucks"":21,""Design Within Reach (DWR)"":14,""VERC"":14}","[0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,1,0,1,0,0,0,0,0,0]","{""Monday"":3,""Tuesday"":0,""Wednesday"":2,""Thursday"":0,""Friday"":1,""Saturday"":1,""Sunday"":0}","{""android"":4,""ios"":4}"
20,1595,East Side Yoga and Fitness,South Boston,east side yoga and fitness,23f-222@62j-sjk-j7q,sg:972439a20287446da346134e01550083,East Side Yoga and Fitness,584 E Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,159,83,"[6,3,9,2,4,4,2,4,6,9,8,10,5,7,5,5,4,2,3,9,6,3,3,6,1,8,7,8,6,4]",250250605012.0,"{""250250605012"":11,""250250907001"":4,""250250401002"":4,""250250604005"":4,""250250605014"":4,""250251008004"":4,""250173587002"":4,""250173421023"":4,""250250608002"":4}","{""250250604005"":7,""250251008004"":5,""250250502002"":4,""250251706011"":4,""250250604001"":4,""250250711011"":4,""250250608002"":4,""250250612001"":4,""250250703002"":4,""250250610001"":4,""250250401002"":4}",{},"{""US"":55}",1313.0,58.0,"{""<5"":3,""5-20"":28,""21-60"":52,""61-240"":59,"">240"":17}","{""Walmart"":17,""Planet Fitness"":12}","{""Dunkin'"":13,""Stop & Shop"":9,""Loyal Companion"":6,""Market Basket"":6,""Party City"":5}","[13,11,8,8,8,15,22,15,14,13,17,20,18,19,29,35,32,25,21,15,34,45,38,10]","{""Monday"":23,""Tuesday"":24,""Wednesday"":21,""Thursday"":28,""Friday"":13,""Saturday"":25,""Sunday"":25}","{""android"":24,""ios"":60}"
21,1597,Gaelic Day Spa & Salon,South Boston,gaelic day spa & salon,22s-222@62j-sjk-jjv,sg:c633638260ab488c925dbd8ceccb0599,Gaelic Day Spa & Salon,389 W Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,9,4,"[0,1,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0]",250250608003.0,{},"{""250250603012"":4}",{},"{""US"":4}",,424.0,"{""<5"":0,""5-20"":0,""21-60"":2,""61-240"":1,"">240"":6}",{},"{""Loyal Companion"":50,""Stop & Shop"":50,""Petco"":49,""Dunkin'"":47,""CVS"":46,""Star Market"":25,""Gold's Gym"":25,""sweetgreen"":25,""Bed Bath & Beyond"":25,""Party City"":24,""Kohl's"":23,""T.J. Maxx"":23,""Speedway"":23,""Costco Wholesale Corp."":21,""Burger King"":21,""Walgreens"":20,""The Home Depot"":20,""Subway"":20,""Target"":18,""McDonald's"":12}","[0,0,0,0,0,0,0,0,0,1,4,4,6,8,7,7,7,5,5,4,0,0,0,0]","{""Monday"":0,""Tuesday"":2,""Wednesday"":3,""Thursday"":1,""Friday"":1,""Saturday"":2,""Sunday"":0}","{""android"":0,""ios"":5}"
22,1603,Java House,South Boston,java house,24g-223@62j-sjk-j7q,sg:df025f379ed040ec8fc2576ec95a90a6,Java House,566 E Broadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,128,51,"[3,5,8,6,3,3,4,6,6,9,3,3,5,3,4,6,5,3,6,8,2,3,3,1,3,2,10,2,2,1]",250250605013.0,"{""250173872023"":8,""361090012001"":6,""132231201022"":4,""230050021011"":4,""250250604005"":4,""250214181012"":4,""360670151002"":4,""250250820003"":4}","{""250214173001"":7,""250250104051"":6,""250250605012"":5,""250250604005"":5,""250250820003"":4,""250251201051"":4,""250250703002"":4}",{},"{""US"":39}",6650.0,58.5,"{""<5"":4,""5-20"":41,""21-60"":19,""61-240"":24,"">240"":40}","{""CVS"":19}","{""Dunkin'"":42,""Wendy's"":17,""Loyal Companion"":16,""T.J. Maxx"":16,""BJ's Wholesale Club"":15,""Starbucks"":14,""Target"":13,""The Home Depot"":12,""sweetgreen"":12,""Stop & Shop"":11,""Burger King"":11,""CVS"":11,""Sunoco"":10,""Market Basket"":10,""United States Postal Service (USPS)"":10,""Petco"":9,""Mobil"":8,""Marshalls"":7,""CrossFit"":7,""McDonald's"":6}","[26,29,29,32,32,34,34,29,31,26,23,19,20,22,28,28,27,27,16,13,14,19,23,23]","{""Monday"":11,""Tuesday"":18,""Wednesday"":21,""Thursday"":23,""Friday"":15,""Saturday"":14,""Sunday"":26}","{""android"":13,""ios"":36}"
23,1609,L Street Tavern,South Boston,l street tavern,zzw-222@62j-sjk-26k,sg:a6c088cb5fe8415e9ee3821993efb284,L Street Tavern,195 L St,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,86,42,"[2,1,2,1,1,3,3,3,3,6,4,3,6,4,1,1,1,6,1,1,3,2,4,2,3,1,7,4,3,4]",250250603012.0,"{""250158214003"":4,""250250603012"":4,""250251102011"":4,""250173840021"":4,""250250604003"":4,""250173501031"":4}","{""250173241023"":4,""250277411024"":4,""250250604003"":4,""250250601011"":4}",{},"{""US"":33}",10401.0,95.5,"{""<5"":1,""5-20"":23,""21-60"":12,""61-240"":15,"">240"":35}","{""Starbucks"":98}","{""Dunkin'"":37,""Starbucks"":19,""Cumberland Farms"":16,""Loyal Companion"":14,""Mobil"":12,""Staples"":11,""Chipotle Mexican Grill"":10,""GameStop"":10,""Shell Oil"":10,""Speedway"":10,""Legal Sea Foods"":10,""Simon mall"":8,""Target"":8,""Burger King"":7,""7-Eleven"":7,""Regina Pizzeria"":7,""Dollar Tree"":7,""Stop & Shop"":7,""Marshalls"":6,""Subway"":6}","[28,28,28,29,29,29,29,30,31,31,34,35,31,29,26,25,19,20,11,11,16,20,24,27]","{""Monday"":14,""Tuesday"":11,""Wednesday"":13,""Thursday"":11,""Friday"":14,""Saturday"":6,""Sunday"":17}","{""android"":14,""ios"":28}"
24,1609,L Street Tavern,South Boston,l street tavern,283-222@62j-sjk-26k,sg:d964324e5ab344999abfe34f131112bf,L Street Tavern,658A E 8th St,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,101,55,"[0,5,2,1,2,2,4,4,5,5,4,9,3,1,1,2,10,4,5,5,1,3,4,4,5,3,3,1,1,2]",250250603012.0,"{""090034771013"":4,""250250601011"":4,""250250605014"":4,""250214173001"":4,""250235001041"":4,""250173415003"":4,""060730170472"":4,""250250604003"":4,""250250602002"":4,""250214227004"":4,""250250602001"":4}","{""210150704023"":6,""250214111005"":4,""250259812021"":4,""250214023003"":4,""250251803014"":4,""250250603011"":4,""250250604003"":4,""250173415003"":4}",{},"{""US"":43}",2204.0,91.0,"{""<5"":1,""5-20"":15,""21-60"":26,""61-240"":31,"">240"":28}","{""Starbucks"":48}","{""Dunkin'"":27,""Stop & Shop"":18,""Starbucks"":13,""BJ's Wholesale Club"":10,""Target"":10,""Chipotle Mexican Grill"":9,""Loyal Companion"":9,""Mobil"":9,""Boys & Girls Clubs of America"":9,""Shell Oil"":8,""Planet Fitness"":8,""Trader Joe's"":7,""Staples"":6,""Panera Bread"":6,""Legal Sea Foods"":5,""Sunoco"":5,""Market Basket"":5,""Hyatt Place"":5,""T.J. Maxx"":5,""7-Eleven"":5}","[19,18,17,19,19,19,20,22,24,24,22,25,24,26,21,22,18,22,28,21,20,26,28,25]","{""Monday"":7,""Tuesday"":9,""Wednesday"":18,""Thursday"":21,""Friday"":14,""Saturday"":19,""Sunday"":13}","{""android"":10,""ios"":43}"
25,1616,Luxe Leisure,South Boston,luxe leisure,zzy-222@62j-sjk-h5z,sg:f8091af0b67f46099de86e0c9801ff58,Luxe Leisure,553 East Boadway,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,8,7,"[0,1,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0]",250250604001.0,"{""250251102011"":4,""250173585001"":4}",{},{},"{""US"":4}",6992.0,15.0,"{""<5"":1,""5-20"":3,""21-60"":2,""61-240"":1,"">240"":1}",{},"{""Dunkin'"":39,""Wegmans Food Markets"":28,""Party City"":28,""Marshalls"":28,""Petco"":27,""CVS"":24,""Starbucks"":21,""C2 Pilates"":14,""Partners Urgent Care"":14,""Regina Pizzeria"":14,""Barcelona Wine Bar & Restaurant"":14,""SLT"":14,""Legal Sea Foods"":14,""Not Your Average Joe's"":14,""Regal Nails Salon & Spa"":14,""Del Frisco's Grille"":14,""Eddie V's Prime Seafood"":14,""Blue Bottle Coffee"":14,""Gyu-Kaku"":14,""Kimpton Hotels & Restaurants"":14}","[1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,1,4,2,1,1,0,0,0,1]","{""Monday"":0,""Tuesday"":1,""Wednesday"":4,""Thursday"":2,""Friday"":0,""Saturday"":0,""Sunday"":1}","{""android"":7,""ios"":6}"
26,1624,On The Edge Nutrition,South Boston,on the edge nutrition,22b-223@62j-sjq-2kz,sg:54c34c021a0546e38184eed8ecba1c65,On The Edge Nutrition,283 Old Colony Ave,Boston,MA,2127,,,2020-09-01T00:00:00-04:00,2020-10-01T00:00:00-04:00,144,66,"[5,6,7,8,1,5,5,2,3,1,5,2,5,3,8,1,2,1,4,3,8,10,4,6,5,6,7,6,9,6]",250250612003.0,"{""250277075003"":9,""250250612003"":4,""250250610003"":4,""250173414004"":4,""250251006014"":4,""250251001004"":4,""250214175022"":4,""250214176022"":4,""250214196002"":4,""250092114011"":4,""250214134021"":4,""250250813003"":4}","{""250235112004"":5,""250250503002"":5,""250250612003"":5,""360610271001"":4,""250214021023"":4,""250250610003"":4,""250251001004"":4,""250251010022"":4,""250235105031"":4,""250173417001"":4,""250251001002"":4,""250138011011"":4}",{},"{""US"":57}",5329.0,60.5,"{""<5"":6,""5-20"":36,""21-60"":30,""61-240"":34,"">240"":38}","{""Dunkin'"":28,""Burger King"":14}","{""Dunkin'"":47,""CVS"":23,""McDonald's"":21,""Loyal Companion"":21,""Stop & Shop"":21,""Mobil"":21,""Target"":17,""Planet Fitness"":17,""Burger King"":17,""7-Eleven"":15,""Speedway"":15,""Walgreens"":13,""CrossFit"":13,""Walmart"":12,""BJ's Wholesale Club"":11,""Cumberland Farms"":10,""T.J. Maxx"":10,""Starbucks"":9,""Panera Bread"":9,""sweetgreen"":9}","[23,24,25,24,26,26,24,35,37,35,37,43,44,35,31,29,28,30,31,26,30,31,37,27]","{""Monday"":22,""Tuesday"":34,""Wednesday"":20,""Thursday"":16,""Friday"":19,""Saturday"":13,""Sunday"":20}","{""android"":22,""ios"":42}"
